idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고,instance_type,instance_vcpu,instance_hourly_rate,compute_cost_usd,storage_cost_usd,total_cost_usd
155,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,VCF QC,gVCF genotyping & VCF stats,"gatk GenotypeGVCFs
bcftools","4.6.1.0
1.19",16.0,25.0,0.1,1.0,2.0,,,c6i.4xlarge,16,0.68,0.068,2.170138888888889e-08,0.0680000217013889
156,Whole Exome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Exome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Multiqc Report,Multiqc Report,multiqc,1.30,1.0,2.0,0.1,1.0,15.0,,,c6i.large,2,0.085,0.0085,1.627604166666667e-07,0.008500162760416667
157,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,Fastq_to_ubam,Fastq_to_ubam,"gatk FastqToSam
gatk MarkIlluminaAdapters",4.2.2.0,1.0,64.0,0.4,1.0,9200.0,이유빈,샘플 1개 분석 기준,c6i.8xlarge,32,1.36,0.544,0.0003993055555555556,0.5443993055555556
158,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,AlignBam,SamToFastqAndBwaMemAndMba,"picard SamToFastq
bwa mem
picard MergeBamAlignment","2.25.4
0.7.17
2.25.4",16.0,64.0,1.5,1.0,6300.0,,,c6i.8xlarge,32,1.36,2.04,0.001025390625,2.041025390625
159,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,MarkDuplicates,MarkDuplicates,gatk MarkDuplicates,4.2.2.0,1.0,64.0,0.4,1.0,6300.0,,,c6i.8xlarge,32,1.36,0.544,0.0002734375,0.5442734375
160,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,SortBam,SortBam,samtools,4.2.2.0,16.0,16.0,0.1,1.0,6300.0,,,c6i.4xlarge,16,0.68,0.068,6.8359375e-05,0.068068359375
161,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,VariantCalling,VariantCalling,gatk HaplotypeCaller,4.2.2.0,1.0,64.0,0.2,1.0,0.1,,,c6i.8xlarge,32,1.36,0.272,2.1701388888888896e-09,0.2720000021701389
162,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,Combine & Genotype GVCFs,Combine & Genotype GVCFs,"gatk CombineGVCFs
gatk GenotypeGVCFs",4.2.2.0,1.0,64.0,0.2,1.0,0.2,,,c6i.8xlarge,32,1.36,0.272,4.340277777777779e-09,0.2720000043402778
163,Whole Exome Sequencing,DNAGPS,Illumina Novaseq  DNAGPS VN,Illumina NoavaSeq,Inhouse,1.0.0,Output formatting,Output formatting,"bcftools
plink","1.19
1.90",1.0,64.0,0.1,1.0,0.1,,,c6i.8xlarge,32,1.36,0.136,1.0850694444444448e-09,0.13600000108506946
164,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,PreprocessIntervals,PreprocessIntervals,gatk PreprocessIntervals,4.6.1.0,1.0,2.0,0.1,1.0,8.5,이유빈,"WGS, 30x 기준",c6i.large,2,0.085,0.0085,9.223090277777779e-08,0.008500092230902779
165,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,AnnotateIntervals,AnnotateIntervals,gatk AnnotateIntervals,4.6.1.0,1.0,2.0,0.8,1.0,15.0,,,c6i.large,2,0.085,0.068,1.3020833333333335e-06,0.06800130208333334
166,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,CollectCounts,CollectCounts,gatk CollectReadCounts,4.6.1.0,1.0,7.0,1.3,10.0,10.0,,,c6i.xlarge,4,0.17,2.2100000000000004,1.410590277777778e-06,2.2100014105902783
167,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,FilterIntervals,FilterIntervals,gatk FilterIntervals,4.6.1.0,1.0,7.0,0.1,1.0,8.0,,,c6i.xlarge,4,0.17,0.017,8.680555555555556e-08,0.017000086805555557
168,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,ScatterIntervals,ScatterIntervals,gatk IntervalListTools,4.6.1.0,1.0,2.0,0.1,1.0,155.5,,,c6i.large,2,0.085,0.0085,1.6872829861111113e-06,0.008501687282986111
169,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,DetermineGermlineContigPloidyCohortMode,DetermineGermlineContigPloidyCohortMode,gatk DetermineGermlineContigPloidy,4.6.1.0,1.0,7.0,0.1,1.0,1.5,,,c6i.xlarge,4,0.17,0.017,1.627604166666667e-08,0.01700001627604167
170,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,GermlineCNVCallerCohortMode,GermlineCNVCallerCohortMode,gatk GermlineCNVCaller,4.6.1.0,1.0,7.0,0.3,267.0,7.0,,,c6i.xlarge,4,0.17,13.617,2.2786458333333336e-07,13.617000227864585
171,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,ScatterPloidyCallsBySample,ScatterPloidyCallsBySample,bash,-,1.0,2.0,0.2,1.0,0.1,,,c6i.large,2,0.085,0.017,2.1701388888888896e-09,0.01700000217013889
172,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,PostprocessGermlineCNVCalls,PostprocessGermlineCNVCalls,gatk PostprocessGermlineCNVCalls,4.6.1.0,1.0,7.0,0.2,10.0,18.0,,,c6i.xlarge,4,0.17,0.34,3.90625e-07,0.34000039062500004
173,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,WritePloidyCalls,WritePloidyCalls,python,latest,2.0,7.0,0.1,1.0,0.1,,,c6i.xlarge,4,0.17,0.017,1.0850694444444448e-09,0.017000001085069445
174,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,WriteGCNVCalls,WriteGCNVCalls,bash,-,2.0,7.0,0.1,1.0,1.0,,,c6i.xlarge,4,0.17,0.017,1.0850694444444445e-08,0.017000010850694445
175,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,WriteIntervals,WriteIntervals,python,latest,2.0,7.0,0.1,1.0,0.1,,,c6i.xlarge,4,0.17,0.017,1.0850694444444448e-09,0.017000001085069445
176,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,WriteIntervalIndexes,WriteIntervalIndexes,python,latest,2.0,7.0,0.1,1.0,0.1,,,c6i.xlarge,4,0.17,0.017,1.0850694444444448e-09,0.017000001085069445
177,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,WriteSegments,WriteSegments,python,latest,2.0,7.0,0.1,1.0,0.1,,,c6i.xlarge,4,0.17,0.017,1.0850694444444448e-09,0.017000001085069445
178,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,WriteSegmentIndexes,WriteSegmentIndexes,python,latest,2.0,7.0,0.1,1.0,0.1,,,c6i.xlarge,4,0.17,0.017,1.0850694444444448e-09,0.017000001085069445
179,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,Report,Make summary files,"bash
gatk VariantsToTable
python",".
4.6.1.0
3.11.8",1.0,1.0,0.1,1.0,105.0,,,c6i.large,2,0.085,0.0085,1.1393229166666668e-06,0.008501139322916667
180,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,Report,Make plots,"R
python","4.4.2
3.11.8",1.0,1.0,0.1,1.0,3.0,,,c6i.large,2,0.085,0.0085,3.255208333333334e-08,0.008500032552083333
181,Whole Exome Sequencing,Human Germline CNV 분석,Illumina Novaseq Human Germline Copy Number Variation,Illumina NoavaSeq,gatk CNV Germline Cohort Workflow,1.0.0,Report,Report,quarto,1.7.31,1.0,1.0,0.1,1.0,8.0,,,c6i.large,2,0.085,0.0085,8.680555555555556e-08,0.008500086805555557
182,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,PREPARE_INTERVALS,CREATE_INTERVALS_BED,gawk,5.1.0,1.0,1.0,0.1,1.0,0.1,이유빈,"WGS, 30x 기준",c6i.large,2,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
183,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,PREPARE_INTERVALS,TABIX_BGZIPTABIX_INTERVAL_COMBINED,"bgzip
tabix",1.20,1.0,1.0,0.1,1.0,0.1,,,c6i.large,2,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
184,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,PREPARE_INTERVALS,TABIX_BGZIPTABIX_INTERVAL_SPLIT,"bgzip
tabix",1.20,1.0,1.0,0.1,21.0,0.1,,,c6i.large,2,0.085,0.17850000000000002,1.0850694444444448e-09,0.17850000108506947
185,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,CRAM_SAMPLEQC,CRAM_QC_RECAL,mosdepth,0.3.8,4.0,4.0,0.1,10.0,65.0,,,c6i.xlarge,4,0.17,0.17,7.05295138888889e-07,0.1700007052951389
186,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,CRAM_SAMPLEQC,CRAM_QC_RECAL,samtools,1.21,1.0,6.0,0.6,10.0,0.2,,,c6i.xlarge,4,0.17,1.02,1.3020833333333333e-08,1.0200000130208333
187,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,BAM_VARIANT_CALLING_GERMLINE_ALL,BAM_VARIANT_CALLING_GERMLINE_MANTA,manta,1.6.0,10.0,8.0,4.0,10.0,1.0,,,c6i.4xlarge,16,0.68,27.200000000000003,4.340277777777778e-07,27.200000434027782
188,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,VCF_QC_BCFTOOLS_VCFTOOLS,BCFTOOLS_STATS,bcftools,1.20,1.0,1.0,0.1,10.0,0.1,,,c6i.large,2,0.085,0.085,1.0850694444444448e-09,0.08500000108506946
189,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,VCF_QC_BCFTOOLS_VCFTOOLS,VCFTOOLS_TSTV_QUAL,vcftools,0.1.16,1.0,1.0,0.1,10.0,0.1,,,c6i.large,2,0.085,0.085,1.0850694444444448e-09,0.08500000108506946
190,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,VCF_QC_BCFTOOLS_VCFTOOLS,VCFTOOLS_TSTV_COUNT,vcftools,0.1.16,1.0,1.0,0.1,10.0,0.1,,,c6i.large,2,0.085,0.085,1.0850694444444448e-09,0.08500000108506946
191,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,VCF_QC_BCFTOOLS_VCFTOOLS,VCFTOOLS_SUMMARY,vcftools,0.1.16,1.0,1.0,0.1,10.0,0.1,,,c6i.large,2,0.085,0.085,1.0850694444444448e-09,0.08500000108506946
192,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,VCF_ANNOTATE_ALL,VCF_ANNOTATE_SNPEFF,SnpEff,5.1d,6.0,36.0,0.1,10.0,6.0,,,c6i.8xlarge,32,1.36,1.36,6.510416666666668e-08,1.3600000651041668
193,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,nf-core/sarek,3.5.1,VCF_ANNOTATE_ALL,TABIX_BGZIPTABIX,"bgzip
tabix",1.20,1.0,1.0,0.1,10.0,0.1,,,c6i.large,2,0.085,0.085,1.0850694444444448e-09,0.08500000108506946
194,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,Inhouse,1.0.0,Structural Variant Pathogenicity Annotation,Structural Variant Pathogenicity Annotation,AnnotSV,3.5.3,8.0,16.0,0.2,10.0,300.0,,,c6i.2xlarge,8,0.34,0.68,6.510416666666667e-06,0.6800065104166667
195,Whole Genome Sequencing,Human Structural Variant 분석,Illumina Novaseq Human Structural Variant,Illumina NovaSeq,Inhouse,1.0.0,Multiqc,Multiqc,multiqc,1.28,1.0,2.0,0.1,1.0,20.0,,,c6i.large,2,0.085,0.0085,2.170138888888889e-07,0.00850021701388889
196,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Data Normalization,Bridging Normalization,R,4.3.1,1.0,24.0,0.2,1.0,2100.0,이유빈,"Olink Explore HT 패널 기준 (1,665 샘플)
marker 및 샘플 개수에 따라 output size 변동 큼
Olink Target 96 패널 및 분석 조합 6개 기준
분석 조합 및 DEP 개수에 따라 output size 변동 큼",c6i.4xlarge,16,0.68,0.136,4.557291666666667e-05,0.13604557291666666
197,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Data preprocessing,QC check & Filtering,R,4.3.1,4.0,24.0,0.1,1.0,2.0,,,c6i.4xlarge,16,0.68,0.068,2.170138888888889e-08,0.0680000217013889
198,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for all samples,PCA,R,4.3.1,4.0,24.0,0.1,1.0,1.0,,,c6i.4xlarge,16,0.68,0.068,1.0850694444444445e-08,0.06800001085069445
199,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for all samples,MDS,R,4.3.1,4.0,24.0,0.1,1.0,1.0,,,c6i.4xlarge,16,0.68,0.068,1.0850694444444445e-08,0.06800001085069445
200,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for all samples,Differentially Expressed Analysis (DEP),R,4.3.1,4.0,24.0,0.1,1.0,65.0,,,c6i.4xlarge,16,0.68,0.068,7.05295138888889e-07,0.0680007052951389
201,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for all samples,Pathway Enrichment Analysis,R,4.3.1,4.0,24.0,0.1,1.0,10.0,,,c6i.4xlarge,16,0.68,0.068,1.0850694444444445e-07,0.06800010850694445
202,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for all samples,Protein-Protein Interaction Network Analysis,R,4.3.1,4.0,24.0,0.1,1.0,1.5,,,c6i.4xlarge,16,0.68,0.068,1.627604166666667e-08,0.06800001627604167
203,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for all samples,Correlation Analysis,R,4.3.1,4.0,24.0,0.1,1.0,1.5,,,c6i.4xlarge,16,0.68,0.068,1.627604166666667e-08,0.06800001627604167
204,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for all samples,Report,python,3.11.9,4.0,24.0,0.1,1.0,18.0,,,c6i.4xlarge,16,0.68,0.068,1.953125e-07,0.06800019531250001
205,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for QC Pass samples,PCA,R,4.3.1,4.0,24.0,0.1,1.0,1.0,,,c6i.4xlarge,16,0.68,0.068,1.0850694444444445e-08,0.06800001085069445
206,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for QC Pass samples,MDS,R,4.3.1,4.0,24.0,0.1,1.0,1.0,,,c6i.4xlarge,16,0.68,0.068,1.0850694444444445e-08,0.06800001085069445
207,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for QC Pass samples,Differentially Expressed Analysis (DEP),R,4.3.1,4.0,24.0,0.1,1.0,70.0,,,c6i.4xlarge,16,0.68,0.068,7.595486111111112e-07,0.06800075954861112
208,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for QC Pass samples,Pathway Enrichment Analysis,R,4.3.1,4.0,24.0,0.1,1.0,10.0,,,c6i.4xlarge,16,0.68,0.068,1.0850694444444445e-07,0.06800010850694445
209,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for QC Pass samples,Protein-Protein Interaction Network Analysis,R,4.3.1,4.0,24.0,0.1,1.0,1.5,,,c6i.4xlarge,16,0.68,0.068,1.627604166666667e-08,0.06800001627604167
210,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for QC Pass samples,Correlation Analysis,R,4.3.1,4.0,24.0,0.1,1.0,1.5,,,c6i.4xlarge,16,0.68,0.068,1.627604166666667e-08,0.06800001627604167
211,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Olink,Inhouse,1.0.0,Analysis for QC Pass samples,Report,python,3.11.9,4.0,24.0,0.1,1.0,18.0,,,c6i.4xlarge,16,0.68,0.068,1.953125e-07,0.06800019531250001
212,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Data preprocessing,QC check & Filtering,R,4.3.1,4.0,24.0,0.1,1.0,25.0,이유빈,"Somascan 11K 및 분석 조합 1개 기준
분석 조합 및 DEP 개수에 따라 output size 변동 큼
Output size의 경우, 유의미한 결과가 없어서 Olink와 동일하게 작성함",c6i.4xlarge,16,0.68,0.068,2.712673611111111e-07,0.06800027126736112
213,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for all samples,PCA,R,4.3.1,4.0,24.0,0.1,1.0,0.3,,,c6i.4xlarge,16,0.68,0.068,3.2552083333333333e-09,0.06800000325520834
214,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for all samples,MDS,R,4.3.1,4.0,24.0,0.1,1.0,0.3,,,c6i.4xlarge,16,0.68,0.068,3.2552083333333333e-09,0.06800000325520834
215,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for all samples,Differentially Expressed Analysis (DEP),R,4.3.1,4.0,24.0,0.1,1.0,7.0,,,c6i.4xlarge,16,0.68,0.068,7.595486111111113e-08,0.06800007595486111
216,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for all samples,Pathway Enrichment Analysis,R,4.3.1,4.0,24.0,0.1,1.0,0.5,,,c6i.4xlarge,16,0.68,0.068,5.4253472222222225e-09,0.06800000542534723
217,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for all samples,Protein-Protein Interaction Network Analysis,R,4.3.1,4.0,24.0,0.1,1.0,1.5,,,c6i.4xlarge,16,0.68,0.068,1.627604166666667e-08,0.06800001627604167
218,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for all samples,Correlation Analysis,R,4.3.1,4.0,24.0,0.1,1.0,1.5,,,c6i.4xlarge,16,0.68,0.068,1.627604166666667e-08,0.06800001627604167
219,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for all samples,Report,python,3.11.9,4.0,24.0,0.1,1.0,5.0,,,c6i.4xlarge,16,0.68,0.068,5.4253472222222225e-08,0.06800005425347223
220,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for QC Pass samples,PCA,R,4.3.1,4.0,24.0,0.1,1.0,0.3,,,c6i.4xlarge,16,0.68,0.068,3.2552083333333333e-09,0.06800000325520834
221,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for QC Pass samples,MDS,R,4.3.1,4.0,24.0,0.1,1.0,0.3,,,c6i.4xlarge,16,0.68,0.068,3.2552083333333333e-09,0.06800000325520834
222,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for QC Pass samples,Differentially Expressed Analysis (DEP),R,4.3.1,4.0,24.0,0.1,1.0,7.0,,,c6i.4xlarge,16,0.68,0.068,7.595486111111113e-08,0.06800007595486111
223,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for QC Pass samples,Pathway Enrichment Analysis,R,4.3.1,4.0,24.0,0.1,1.0,0.5,,,c6i.4xlarge,16,0.68,0.068,5.4253472222222225e-09,0.06800000542534723
224,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for QC Pass samples,Protein-Protein Interaction Network Analysis,R,4.3.1,4.0,24.0,0.1,1.0,1.5,,,c6i.4xlarge,16,0.68,0.068,1.627604166666667e-08,0.06800001627604167
225,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for QC Pass samples,Correlation Analysis,R,4.3.1,4.0,24.0,0.1,1.0,1.5,,,c6i.4xlarge,16,0.68,0.068,1.627604166666667e-08,0.06800001627604167
226,단백질 데이터 통계 분석,통계 기본 분석,Olink-Somascan Proteomics downstream analysis,Somascan,Inhouse,1.0.0,Analysis for QC Pass samples,Report,python,3.11.9,4.0,24.0,0.1,1.0,5.0,,,c6i.4xlarge,16,0.68,0.068,5.4253472222222225e-08,0.06800005425347223
227,Pangenome,Fungi Pangenome 분석,Fungi Pangenome construction,PacBio Sequel,Inhouse,1.0.0,AssemblyQCwithQuast,Assembly QC with Quast,Quast,5.2.0,20.0,64.0,0.1,4.0,140.0,이유빈,nTask 개수는 분석 샘플 개수로 설정됨,c6i.8xlarge,32,1.36,0.544,1.5190972222222223e-06,0.5440015190972223
228,Pangenome,Fungi Pangenome 분석,Fungi Pangenome construction,PacBio Sequel,Inhouse,1.0.0,MergeQuast,Merge Quast QC results,bash,-,2.0,16.0,0.1,1.0,0.1,,,c6i.2xlarge,8,0.34,0.034,1.0850694444444448e-09,0.034000001085069446
229,Pangenome,Fungi Pangenome 분석,Fungi Pangenome construction,PacBio Sequel,Inhouse,1.0.0,AssemblyProcess,Correction & Scaffolding & Gap Filling & Repeat Masking,"RagTag
TGS-GapCloser
RepeatModeler
RepeatMasker","2.1.0
1.1.1
2.0.6
4.1.7-p1",64.0,500.0,8.7,4.0,41000.0,,,r6i.16xlarge,64,4.032,140.31359999999998,0.038704427083333326,140.3523044270833
230,Pangenome,Fungi Pangenome 분석,Fungi Pangenome construction,PacBio Sequel,Inhouse,1.0.0,Cactus,Pangenome Graph Construction,Minigraph-Cactus,2.6.13,64.0,64.0,5.1,1.0,4700.0,,,c6i.16xlarge,64,2.72,13.872,0.0026009114583333335,13.874600911458334
231,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,InputFormatting,JS_GWAS_format,R,4.4.2,2.0,12.0,0.1,1.0,1100.0,"이유빈, 서윤지",,c6i.2xlarge,8,0.34,0.034,1.193576388888889e-05,0.03401193576388889
232,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,InputFormatting,single_meta_GWAS_format,R,4.4.2,2.0,12.0,0.1,1.0,3994.0,,,c6i.2xlarge,8,0.34,0.034,4.333767361111112e-05,0.03404333767361111
233,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,InputFormatting,multi_meta_GWAS_format,R,4.4.2,2.0,12.0,0.1,1.0,6349.0,,,c6i.2xlarge,8,0.34,0.034,6.889105902777778e-05,0.03406889105902778
234,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,MR_Coloc,Harmonization_trait,R,4.4.2,16.0,64.0,0.3,1.0,1956.0,,,c6i.8xlarge,32,1.36,0.40800000000000003,6.3671875e-05,0.40806367187500003
235,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,MR_Coloc,Harmonization_eqtl,R,4.4.2,16.0,64.0,0.3,1.0,5222.0,,,c6i.8xlarge,32,1.36,0.40800000000000003,0.00016998697916666667,0.4081699869791667
236,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,MetaAnalysis,single_meta_Harmonization,R,4.4.2,4.0,32.0,0.5,1.0,3154.0,,,c6i.4xlarge,16,0.68,0.34,0.0001711154513888889,0.3401711154513889
