idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고,instance_type,instance_vcpu,instance_hourly_rate,compute_cost_usd,storage_cost_usd,total_cost_usd
164,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Iso-seq,call-isoseq_refine,isoseq,4.2.0,14.0,4.0,0.05,1.0,3400.0,양요한,25M 1cell 기준(kinnex),c6i.4xlarge,16.0,0.68,0.034,1.8446180555555556e-05,0.03401844618055556
165,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Iso-seq,call-pbreports_isoseq_primers,dataset,0.15.0,1.0,32.0,0.01,1.0,2970.0,양요한,25M 1cell 기준(kinnex),c6i.4xlarge,16.0,0.68,0.0068000000000000005,3.22265625e-06,0.006803222656250001
166,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Iso-seq,call-get_flnc_size,python3,3.9.6,1.0,1.0,0.0,1.0,122.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.0,0.0,0.0
167,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Iso-seq,call-isoseq_cluster2,dataset,0.15.0,14.0,12.0,0.25,1.0,6471.0,양요한,25M 1cell 기준(kinnex),c6i.4xlarge,16.0,0.68,0.17,0.00017553710937500002,0.17017553710937502
168,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Iso-seq,call-consolidate_transcripts,python3,3.9.6,1.0,4.0,0.04,1.0,1085.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.0034000000000000002,4.709201388888889e-06,0.003404709201388889
169,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Iso-seq,call-bam2fasta_transcripts,bam2fasta,3.4.0,14.0,2.0,0.0,1.0,122.0,양요한,25M 1cell 기준(kinnex),c6i.4xlarge,16.0,0.68,0.0,0.0,0.0
170,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Iso-seq,call-pbreports_isoseq,dataset,0.15.0,1.0,16.0,0.0,1.0,122.0,양요한,25M 1cell 기준(kinnex),c6i.2xlarge,8.0,0.34,0.0,0.0,0.0
171,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Iso-seq,call-get_input_sizes,python3,3.9.6,1.0,1.0,0.0,1.0,122.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.0,0.0,0.0
172,Long RNA Sequencing,기본분석,IsoSeq,Pacbio Revio,Isoseq,25.2,Iso-seq,call-collect_cluster_outputs,python3,3.9.6,1.0,2.0,0.0,1.0,122.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.0,0.0,0.0
173,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Read Segmentation,call-prepare_inputs,python,3.9.6,1.0,1.0,0.01,1.0,1.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.0008500000000000001,1.0850694444444446e-09,0.0008500010850694445
174,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Read Segmentation,call-skera,skera,2.5.0,14.0,4.0,1.8,1.0,3700.0,양요한,25M 1cell 기준(kinnex),c6i.4xlarge,16.0,0.68,1.2240000000000002,0.00072265625,1.2247226562500002
175,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Read Segmentation,call-gather_sreads,python,3.9.6,1.0,1.0,0.1,1.0,0.1,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
176,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Read Segmentation,call-pbreports_read_segmentation,python,3.9.6,1.0,4.0,0.05,1.0,3500.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.00425,1.8988715277777778e-05,0.0042689887152777784
177,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Iso-seq,call-setup_inputs,python3,3.9.6,1.0,3.0,0.03,1.0,1085.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.00255,3.5319010416666665e-06,0.002553531901041667
178,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Iso-seq,call-lima_isoseq,lima,2.12.0,14.0,4.0,0.54,1.0,7322.0,양요한,25M 1cell 기준(kinnex),c6i.4xlarge,16.0,0.68,0.3672,0.00042902343750000004,0.36762902343750004
179,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Iso-seq,call-isoseq_refine,isoseq,4.2.0,14.0,4.0,0.05,1.0,3400.0,양요한,25M 1cell 기준(kinnex),c6i.4xlarge,16.0,0.68,0.034,1.8446180555555556e-05,0.03401844618055556
180,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Iso-seq,call-pbreports_isoseq_primers,dataset,0.15.0,1.0,32.0,0.01,1.0,2970.0,양요한,25M 1cell 기준(kinnex),c6i.4xlarge,16.0,0.68,0.0068000000000000005,3.22265625e-06,0.006803222656250001
181,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Iso-seq,call-get_flnc_size,python3,3.9.6,1.0,1.0,0.0,1.0,122.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.0,0.0,0.0
182,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Iso-seq,call-isoseq_cluster2,dataset,0.15.0,14.0,12.0,0.25,1.0,6471.0,양요한,25M 1cell 기준(kinnex),c6i.4xlarge,16.0,0.68,0.17,0.00017553710937500002,0.17017553710937502
183,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Iso-seq,call-consolidate_transcripts,python3,3.9.6,1.0,4.0,0.04,1.0,1085.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.0034000000000000002,4.709201388888889e-06,0.003404709201388889
184,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Iso-seq,call-bam2fasta_transcripts,bam2fasta,3.4.0,14.0,2.0,0.0,1.0,122.0,양요한,25M 1cell 기준(kinnex),c6i.4xlarge,16.0,0.68,0.0,0.0,0.0
185,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Iso-seq,call-pbreports_isoseq,dataset,0.15.0,1.0,16.0,0.0,1.0,122.0,양요한,25M 1cell 기준(kinnex),c6i.2xlarge,8.0,0.34,0.0,0.0,0.0
186,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Iso-seq,call-get_input_sizes,python3,3.9.6,1.0,1.0,0.0,1.0,122.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.0,0.0,0.0
187,Long RNA Sequencing,기본분석,IsoSeq_DEG,Pacbio Revio,Isoseq,25.2,Iso-seq,call-collect_cluster_outputs,python3,3.9.6,1.0,2.0,0.0,1.0,122.0,양요한,25M 1cell 기준(kinnex),c6i.large,2.0,0.085,0.0,0.0,0.0
188,Short RNA Sequencing,기본분석,IsoSeq_DEG,Illumina NovaSeq,Denovo Transcriptome Assembly,1.0.0,Annotation(Blast),Annotation(Blast),diamond-blast,2.1.11,64.0,64.0,0.5,1.0,4000.0,"김현승, 양요한",transcript.fasta 약 10만개 transcript 검출 기준,c6i.16xlarge,64.0,2.72,1.36,0.0002170138888888889,1.360217013888889
189,Short RNA Sequencing,기본분석,IsoSeq_DEG,Illumina NovaSeq,Denovo Transcriptome Assembly,1.0.0,Annotation(Blast),Annotation(Blast),blast2GO,1.5.1,1.0,64.0,3.0,1.0,500.0,"김현승, 양요한",transcript.fasta 약 10만개 transcript 검출 기준,c6i.8xlarge,32.0,1.36,4.08,0.00016276041666666668,4.080162760416667
190,Short RNA Sequencing,기본분석,IsoSeq_DEG,Illumina NovaSeq,Denovo Transcriptome Assembly,1.0.0,Annotation(Blast),Annotation parsing,python,3.6.8,1.0,0.1,0.1,1.0,50.0,"김현승, 양요한",transcript.fasta 약 10만개 transcript 검출 기준,c6i.large,2.0,0.085,0.0085,5.425347222222222e-07,0.008500542534722223
191,Short RNA Sequencing,기본분석,IsoSeq_DEG,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.1.0,Otholog Annotation,Make protein DB,diamond,2.1.11,1.0,8.0,1.0,1.0,30.0,김현승,"reference 3GB, GFF 300Mb 기준",c6i.xlarge,4.0,0.17,0.17,3.2552083333333335e-06,0.17000325520833334
192,Short RNA Sequencing,기본분석,IsoSeq_DEG,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.1.0,Otholog Annotation,Match DB with transcript,diamond,2.1.11,64.0,60.0,1.0,1.0,20.0,김현승,"reference 3GB, GFF 300Mb 기준",c6i.16xlarge,64.0,2.72,2.72,2.170138888888889e-06,2.7200021701388892
193,Short RNA Sequencing,기본분석,IsoSeq_DEG,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.1.0,Otholog Annotation,Parsing,python,3.6.8,1.0,0.1,0.1,1.0,20.0,김현승,"reference 3GB, GFF 300Mb 기준",c6i.large,2.0,0.085,0.0085,2.170138888888889e-07,0.00850021701388889
194,Short RNA Sequencing,기본분석,IsoSeq_DEG,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.0.0,"Functional Analysis(GO, KEGG)","KEGG, Ontology Analysis",David,v2023q4,1.0,1.0,0.5,1.0,1.0,"김현승, 양요한",web 기반,c6i.large,2.0,0.085,0.0425,5.4253472222222225e-08,0.042500054253472225
195,Short RNA Sequencing,기본분석,IsoSeq_DEG,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.0.0,Enrichment Analysis,"KEGG, Ontology Analysis",clusterprofiler,4.10.1,1.0,1.0,0.5,1.0,40.0,"김현승, 양요한",1개 조합 DEG,c6i.large,2.0,0.085,0.0425,2.170138888888889e-06,0.04250217013888889
196,Single Cell RNA,기본분석,scRNA_10x_illumina,"10x genomics, Illumina",Pre-processing(10x_ilumina),v1.0.0,Pre-processing(10x_ilumina),Pre-processing,CellRanger,8.0.0,32.0,113.0,1.0,32.0,10000.0,서채화,50G 기준,c6i.16xlarge,64.0,2.72,87.04,0.0010850694444444445,87.04108506944445
197,Single Cell RNA,심화분석,scRNA_10x_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,qc_merge,Seurat,5.2.1,64.0,200.0,6.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.014322916666666668,1548.3023229166668
198,Single Cell RNA,심화분석,scRNA_10x_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,integration_annot,Seurat,5.2.1,64.0,200.0,12.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,3096.576,0.028645833333333336,3096.6046458333335
199,Single Cell RNA,심화분석,scRNA_10x_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,select,Seurat,5.2.1,64.0,200.0,6.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.014322916666666668,1548.3023229166668
200,Single Cell RNA,심화분석,scRNA_10x_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,DE,Seurat,5.2.1,64.0,200.0,6.0,64.0,17000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.011067708333333334,1548.2990677083333
201,Single Cell RNA,심화분석,scRNA_10x_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,Functional Analysis,clusterprofiler,4.18.4,64.0,200.0,6.0,64.0,17000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.011067708333333334,1548.2990677083333
202,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Read Segmentation,call-prepare_inputs,python,3.9.6,1.0,0.1,0.1,1.0,1.0,서채화,25M 1cell 기준,c6i.large,2.0,0.085,0.0085,1.0850694444444445e-08,0.008500010850694444
203,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Read Segmentation,call-skera,skera,2.5.0,7.0,0.4,16.0,1.0,63000.0,서채화,25M 1cell 기준,c6i.2xlarge,8.0,0.34,5.44,0.109375,5.549375
204,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Read Segmentation,call-gather_sreads,python,3.9.6,1.0,0.1,0.1,1.0,0.1,서채화,25M 1cell 기준,c6i.large,2.0,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
205,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Read Segmentation,call-pbreports_read_segmentation,python,3.9.6,1.0,0.1,0.1,1.0,260.0,서채화,25M 1cell 기준,c6i.large,2.0,0.085,0.0085,2.821180555555556e-06,0.008502821180555556
206,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,call-lima_sc_isoseq,lima,0.2.2,1.0,2.0,22.0,1.0,245000.0,서채화,25M 1cell 기준,c6i.large,2.0,0.085,1.87,0.5848524305555556,2.4548524305555555
207,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,call-isoseq_tag,isoseq_tag,1.0.1,7.0,3.0,5.0,1.0,222000.0,서채화,25M 1cell 기준,c6i.2xlarge,8.0,0.34,1.7000000000000002,0.12044270833333334,1.8204427083333334
208,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,call-isoseq_refine,isoseq_refine,1.0.1,1.0,0.13,12.5,1.0,210000.0,서채화,25M 1cell 기준,c6i.large,2.0,0.085,1.0625,0.2848307291666667,1.3473307291666667
209,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,call-isoseq_correct,isoseq_correct,1.0.1,7.0,7.85,0.1,7.0,410000.0,서채화,25M 1cell 기준,c6i.2xlarge,8.0,0.34,0.23800000000000002,0.004448784722222222,0.24244878472222223
210,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,,samtools,1.17,7.0,1.0,0.1,7.0,205000.0,서채화,25M 1cell 기준,c6i.2xlarge,8.0,0.34,0.23800000000000002,0.002224392361111111,0.24022439236111112
211,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,call-isoseq_bcstats,isoseq_bcstats,1.0.1,7.0,10.0,0.1,7.0,7.0,서채화,25M 1cell 기준,c6i.2xlarge,8.0,0.34,0.23800000000000002,7.595486111111113e-08,0.23800007595486114
212,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,call-isoseq_dedup,isoseq_groupdedup,1.0.1,7.0,7.2,0.1,7.0,62000.0,서채화,25M 1cell 기준,c6i.2xlarge,8.0,0.34,0.23800000000000002,0.0006727430555555556,0.23867274305555558
213,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,call-pbmm2_align,pbmm2,1.0.1,7.0,19.0,10.0,7.0,8000.0,서채화,25M 1cell 기준,c6i.4xlarge,16.0,0.68,47.60000000000001,0.008680555555555556,47.608680555555566
214,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,call-isoseq_collapse,isoseq,1.0.1,7.0,12.0,1.2,7.0,10000.0,서채화,25M 1cell 기준,c6i.2xlarge,8.0,0.34,2.8560000000000003,0.0013020833333333335,2.857302083333334
215,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,call-pigeon,pigeon_sort,1.2.0,1.0,0.1,0.1,1.0,21000.0,서채화,25M 1cell 기준,c6i.large,2.0,0.085,0.0085,0.00022786458333333334,0.008727864583333333
216,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,,pigeon_classify,1.2.0,7.0,15.0,0.3,7.0,21000.0,서채화,25M 1cell 기준,c6i.2xlarge,8.0,0.34,0.7140000000000001,0.0006835937500000001,0.7146835937500001
217,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,,pigeon_filter,1.2.0,1.0,5.0,0.1,1.0,21000.0,서채화,25M 1cell 기준,c6i.xlarge,4.0,0.17,0.017,0.00022786458333333334,0.017227864583333335
218,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,,pigeon_report,1.2.0,1.0,4.0,0.1,1.0,21000.0,서채화,25M 1cell 기준,c6i.large,2.0,0.085,0.0085,0.00022786458333333334,0.008727864583333333
219,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,,pigeon_make-seurat,1.2.0,7.0,26.0,0.5,7.0,21000.0,서채화,25M 1cell 기준,c6i.4xlarge,16.0,0.68,2.3800000000000003,0.0011393229166666667,2.381139322916667
220,Single Cell RNA,기본분석,scRNA_10x_kinnex,"10x genomics, PacBio Revio MARS-Seq",Pre-processing(10x_pacbio),25.1.0.257715,Single-Cell Iso-Seq,call-pbreports_sc_isoseq,python,3.9.6,1.0,0.2,0.1,1.0,2.0,서채화,25M 1cell 기준,c6i.large,2.0,0.085,0.0085,2.170138888888889e-08,0.00850002170138889
221,Single Cell RNA,심화분석,scRNA_10x_kinnex,All Single-cell platform,inhouse,1.0.0,Post-processing,qc_merge,Seurat,5.2.1,64.0,200.0,6.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.014322916666666668,1548.3023229166668
222,Single Cell RNA,심화분석,scRNA_10x_kinnex,All Single-cell platform,inhouse,1.0.0,Post-processing,integration_annot,Seurat,5.2.1,64.0,200.0,12.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,3096.576,0.028645833333333336,3096.6046458333335
223,Single Cell RNA,심화분석,scRNA_10x_kinnex,All Single-cell platform,inhouse,1.0.0,Post-processing,select,Seurat,5.2.1,64.0,200.0,6.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.014322916666666668,1548.3023229166668
224,Single Cell RNA,심화분석,scRNA_10x_kinnex,All Single-cell platform,inhouse,1.0.0,Post-processing,DE,Seurat,5.2.1,64.0,200.0,6.0,64.0,17000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.011067708333333334,1548.2990677083333
225,Single Cell RNA,심화분석,scRNA_10x_kinnex,All Single-cell platform,inhouse,1.0.0,Post-processing,Functional Analysis,clusterprofiler,4.18.4,64.0,200.0,6.0,64.0,17000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.011067708333333334,1548.2990677083333
226,Single Cell RNA,기본분석,scRNA_parse_illumina,"Parse Bioscience(Evercode all type), Illumina",Pre-processing(parse_illumina),1.6.3,Pre-processing(parse_illumina),split-pipe_all,split-pipe_all,1.6.3,64.0,32.0,2.0,64.0,15000.0,서채화,"Sublibrary 50G 기준, 개수만큼 반복",c6i.16xlarge,64.0,2.72,348.16,0.0032552083333333335,348.16325520833334
227,Single Cell RNA,기본분석,scRNA_parse_illumina,"Parse Bioscience(Evercode all type), Illumina",Pre-processing(parse_illumina),1.6.3,Pre-processing(parse_illumina),split-pipe_comb,split-pipe_comb,1.6.3,64.0,32.0,1.0,64.0,10000.0,서채화,8 Sublibrary 기준,c6i.16xlarge,64.0,2.72,174.08,0.0010850694444444445,174.08108506944447
228,Single Cell RNA,심화분석,scRNA_parse_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,qc_merge,Seurat,5.2.1,64.0,200.0,6.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.014322916666666668,1548.3023229166668
229,Single Cell RNA,심화분석,scRNA_parse_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,integration_annot,Seurat,5.2.1,64.0,200.0,12.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,3096.576,0.028645833333333336,3096.6046458333335
230,Single Cell RNA,심화분석,scRNA_parse_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,select,Seurat,5.2.1,64.0,200.0,6.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.014322916666666668,1548.3023229166668
231,Single Cell RNA,심화분석,scRNA_parse_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,DE,Seurat,5.2.1,64.0,200.0,6.0,64.0,17000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.011067708333333334,1548.2990677083333
232,Single Cell RNA,심화분석,scRNA_parse_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,Functional Analysis,clusterprofiler,4.18.4,64.0,200.0,6.0,64.0,17000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.011067708333333334,1548.2990677083333
233,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),25.1.0.257715,Read Segmentation,call-prepare_inputs,python,3.9.6,1.0,0.1,0.1,1.0,0.1,서채화,"Sublibrary 25M 1cell 기준, 개수만큼 반복",c6i.large,2.0,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
234,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),25.1.0.257715,Read Segmentation,call-skera,skera,2.5.0,14.0,0.5,10.0,14.0,358000.0,서채화,"Sublibrary 25M 1cell 기준, 개수만큼 반복",c6i.4xlarge,16.0,0.68,95.20000000000002,0.3884548611111111,95.58845486111113
235,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),25.1.0.257715,Read Segmentation,call-gather_sreads,python,3.9.6,1.0,0.1,0.1,1.0,0.1,서채화,"Sublibrary 25M 1cell 기준, 개수만큼 반복",c6i.large,2.0,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
236,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),25.1.0.257715,Read Segmentation,call-pbreports_read_segmentation,python,3.9.6,1.0,0.1,0.1,1.0,608.0,서채화,"Sublibrary 25M 1cell 기준, 개수만큼 반복",c6i.large,2.0,0.085,0.0085,6.597222222222223e-06,0.008506597222222223
237,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),25.1.0.257715,Generate fastq,bam to fastq,bamToFastq,1.2.1,1.0,23.0,2.5,1.0,200000.0,서채화,"Sublibrary 25M 1cell 기준, 개수만큼 반복",c6i.4xlarge,16.0,0.68,1.7000000000000002,0.054253472222222224,1.7542534722222225
238,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),1.2.1,Generate fastq,split fastq,seqkit,2.10.0,1.0,0.1,0.1,1.0,37000.0,서채화,"Sublibrary 25M 1cell 기준, 개수만큼 반복",c6i.large,2.0,0.085,0.0085,0.0004014756944444445,0.008901475694444445
239,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),1.2.1,Generate fastq,LR generate fastq,python,3.12.8,1.0,7.0,12.0,1.0,195000.0,서채화,"Sublibrary 25M 1cell 기준, 개수만큼 반복",c6i.xlarge,4.0,0.17,2.04,0.25390625,2.29390625
240,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),1.2.1,Generate fastq,concatenate paired-reads,cat and zip,v1.0.0,1.0,0.1,0.1,1.0,195000.0,서채화,"Sublibrary 25M 1cell 기준, 개수만큼 반복",c6i.large,2.0,0.085,0.0085,0.002115885416666667,0.010615885416666668
241,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),1.2.1,split-pipe pre,pre,split-pipe_pre,1.2.1,16.0,1.0,1.0,16.0,32000.0,서채화,"Sublibrary 25M 1cell 기준, 개수만큼 반복",c6i.4xlarge,16.0,0.68,10.88,0.0034722222222222225,10.883472222222222
242,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),1.2.1,split-pipe pre,alignment,minimap2,2.24-r1122,64.0,49.0,2.0,64.0,157000.0,서채화,"Sublibrary 25M 1cell 기준, 개수만큼 반복",c6i.16xlarge,64.0,2.72,348.16,0.03407118055555556,348.19407118055557
243,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),1.2.1,split-pipe pre,update_csv,python,v1.0.0,1.0,0.5,0.5,1.0,224000.0,서채화,"Sublibrary 25M 1cell 기준, 개수만큼 반복",c6i.large,2.0,0.085,0.0425,0.012152777777777778,0.05465277777777778
244,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),1.2.1,split-pipe post,post,split-pipe_post,1.2.1,64.0,6.5,3.0,64.0,221000.0,서채화,"Sublibrary 25M 1cell 기준, 개수만큼 반복",c6i.16xlarge,64.0,2.72,522.24,0.07194010416666667,522.3119401041666
245,Single Cell RNA,기본분석,scRNA_parse_kinnex,"Parse Bioscience(Evercode all type), PacBio Revio MARS-Seq",Pre-processing(parse_pacbio),1.2.1,split-pipe comb,comb,split-pipe_comb,1.2.1,64.0,6.0,1.0,64.0,16000.0,서채화,8 Sublibrary 기준,c6i.16xlarge,64.0,2.72,174.08,0.0017361111111111112,174.08173611111113
